NO,Kurs Jual,Kurs Beli,Tanggal
1,9440,9346,1/24/2001
2,9502,9408,1/25/2001
3,9472,9378,1/26/2001
4,9517,9423,1/29/2001
5,9467,9373,1/30/2001
6,9497,9403,1/31/2001
7,9522,9428,2/1/2001
8,9616,9520,2/2/2001
9,9663,9567,2/5/2001
10,9628,9532,2/6/2001
11,9658,9562,2/7/2001
12,9678,9582,2/8/2001
13,9646,9550,2/9/2001
14,9648,9552,2/12/2001
15,9653,9557,2/13/2001
16,9645,9549,2/14/2001
17,9653,9557,2/15/2001
18,9651,9555,2/16/2001
19,9653,9557,2/19/2001
20,9661,9565,2/20/2001
21,9664,9568,2/21/2001
22,9684,9588,2/22/2001
23,9691,9595,2/23/2001
24,9782,9684,2/26/2001
25,9902,9804,2/27/2001
26,9884,9786,2/28/2001
27,9884,9786,3/1/2001
28,9927,9829,3/2/2001
29,9914,9816,3/6/2001
30,9939,9841,3/7/2001
31,9950,9850,3/8/2001
32,10008,9908,3/9/2001
33,10779,10671,3/12/2001
34,10251,10149,3/13/2001
35,10048,9948,3/14/2001
36,10151,10049,3/15/2001
37,10186,10084,3/16/2001
38,10452,10348,3/19/2001
39,10450,10346,3/20/2001
40,10482,10378,3/21/2001
41,10532,10428,3/22/2001
42,10377,10273,3/23/2001
43,10427,10323,3/27/2001
44,10502,10398,3/28/2001
45,10404,10300,3/29/2001
46,10452,10348,3/30/2001
47,10472,10368,4/2/2001
48,10482,10378,4/3/2001
49,10512,10408,4/4/2001
50,10743,10637,4/5/2001
51,10917,10809,4/6/2001
52,10902,10794,4/9/2001
53,10834,10726,4/10/2001
54,10713,10607,4/11/2001
55,10542,10438,4/12/2001
56,10812,10704,4/16/2001
57,10894,10786,4/17/2001
58,11015,10905,4/18/2001
59,11015,10905,4/19/2001
60,11331,11219,4/20/2001
61,11759,11641,4/23/2001
62,11889,11771,4/24/2001
63,11877,11759,4/25/2001
64,12160,12040,4/26/2001
65,11998,11878,4/27/2001
66,11733,11617,4/30/2001
67,11432,11318,5/1/2001
68,11291,11179,5/2/2001
69,11171,11059,5/3/2001
70,10960,10850,5/4/2001
71,10955,10845,5/8/2001
72,11000,10890,5/9/2001
73,11271,11159,5/10/2001
74,11264,11152,5/11/2001
75,11344,11232,5/14/2001
76,11588,11472,5/15/2001
77,11470,11356,5/16/2001
78,11392,11278,5/17/2001
79,11402,11288,5/18/2001
80,11527,11413,5/21/2001
81,11475,11361,5/22/2001
82,11484,11370,5/23/2001
83,11480,11366,5/25/2001
84,11658,11542,5/28/2001
85,11633,11517,5/29/2001
86,11392,11278,5/30/2001
87,11113,11003,5/31/2001
88,11201,11089,6/1/2001
89,11372,11258,6/5/2001
90,11234,11122,6/6/2001
91,11276,11164,6/7/2001
92,11246,11134,6/8/2001
93,11326,11214,6/11/2001
94,11301,11189,6/12/2001
95,11281,11169,6/13/2001
96,11301,11189,6/14/2001
97,11303,11191,6/15/2001
98,11341,11229,6/18/2001
99,11370,11256,6/19/2001
100,11422,11308,6/20/2001
101,11375,11261,6/21/2001
102,11402,11288,6/22/2001
103,11407,11293,6/25/2001
104,11432,11318,6/26/2001
105,11453,11339,6/27/2001
106,11476,11362,6/28/2001
107,11497,11383,6/29/2001
108,11369,11255,7/2/2001
109,11367,11253,7/3/2001
110,11417,11303,7/4/2001
111,11417,11303,7/5/2001
112,11394,11280,7/6/2001
113,11389,11275,7/9/2001
114,11406,11292,7/10/2001
115,11409,11295,7/11/2001
116,11413,11299,7/12/2001
117,11423,11309,7/13/2001
118,11397,11283,7/16/2001
119,11399,11285,7/17/2001
120,11386,11272,7/18/2001
121,11316,11204,7/19/2001
122,11224,11112,7/20/2001
123,10653,10547,7/23/2001
124,10013,9913,7/24/2001
125,10020,9920,7/25/2001
126,10100,10000,7/26/2001
127,10071,9971,7/27/2001
128,9939,9841,7/30/2001
129,9573,9477,7/31/2001
130,9472,9378,8/1/2001
131,9621,9525,8/2/2001
132,9706,9610,8/3/2001
133,9502,9408,8/6/2001
134,9331,9239,8/7/2001
135,9341,9249,8/8/2001
136,9196,9104,8/9/2001
137,9146,9054,8/10/2001
138,8980,8890,8/13/2001
139,8467,8383,8/14/2001
140,8492,8408,8/15/2001
141,8777,8689,8/16/2001
142,8581,8495,8/20/2001
143,8482,8398,8/21/2001
144,8583,8497,8/22/2001
145,8759,8671,8/23/2001
146,8744,8656,8/24/2001
147,8713,8627,8/27/2001
148,8844,8756,8/28/2001
149,9211,9119,8/29/2001
150,9174,9082,8/30/2001
151,8909,8821,8/31/2001
152,8914,8826,9/3/2001
153,9140,9050,9/4/2001
154,9118,9028,9/5/2001
155,9125,9035,9/6/2001
156,9072,8982,9/7/2001
157,9145,9055,9/10/2001
158,9130,9040,9/11/2001
159,9095,9005,9/12/2001
160,9211,9119,9/13/2001
161,9159,9067,9/14/2001
162,9176,9084,9/17/2001
163,9393,9299,9/18/2001
164,9729,9633,9/19/2001
165,9648,9552,9/20/2001
166,9458,9364,9/21/2001
167,9573,9477,9/24/2001
168,9542,9448,9/25/2001
169,9628,9532,9/26/2001
170,9708,9612,9/27/2001
171,9723,9627,9/28/2001
172,9813,9715,10/1/2001
173,10040,9940,10/2/2001
174,10068,9968,10/3/2001
175,9920,9822,10/4/2001
176,9833,9735,10/5/2001
177,10377,10273,10/8/2001
178,10186,10084,10/9/2001
179,10099,9999,10/10/2001
180,10021,9921,10/11/2001
181,10151,10049,10/12/2001
182,10068,9968,10/16/2001
183,10065,9965,10/17/2001
184,10088,9988,10/18/2001
185,10125,10025,10/19/2001
186,10196,10094,10/22/2001
187,10194,10092,10/23/2001
188,10226,10124,10/24/2001
189,10324,10222,10/25/2001
190,10311,10209,10/26/2001
191,10316,10214,10/29/2001
192,10357,10253,10/30/2001
193,10487,10383,10/31/2001
194,10566,10460,11/1/2001
195,10658,10552,11/2/2001
196,10814,10706,11/5/2001
197,11009,10899,11/6/2001
198,10789,10681,11/7/2001
199,10643,10537,11/8/2001
200,10407,10303,11/9/2001
201,10591,10485,11/12/2001
202,10691,10585,11/13/2001
203,10658,10552,11/14/2001
204,10688,10582,11/15/2001
205,10653,10547,11/16/2001
206,10233,10131,11/18/2001
207,10668,10562,11/19/2001
208,10613,10507,11/20/2001
209,10497,10393,11/21/2001
210,10563,10457,11/22/2001
211,10557,10451,11/23/2001
212,10485,10381,11/26/2001
213,10402,10298,11/27/2001
214,10484,10380,11/28/2001
215,10452,10348,11/29/2001
216,10482,10378,11/30/2001
217,10527,10423,12/3/2001
218,10527,10423,12/4/2001
219,10532,10428,12/5/2001
220,10512,10408,12/6/2001
221,10422,10318,12/7/2001
222,10407,10303,12/10/2001
223,10211,10109,12/11/2001
224,10221,10119,12/12/2001
225,10075,9975,12/13/2001
226,10210,10108,12/14/2001
227,10233,10131,12/18/2001
228,10198,10096,12/19/2001
229,10130,10030,12/20/2001
230,10251,10149,12/21/2001
231,10252,10150,12/24/2001
232,10251,10149,12/26/2001
233,10286,10184,12/27/2001
234,10397,10293,12/28/2001
235,10452,10348,12/31/2001
236,10382,10278,1/1/2002
237,10525,10421,1/2/2002
238,10438,10334,1/3/2002
239,10417,10313,1/4/2002
240,10447,10343,1/7/2002
241,10437,10333,1/8/2002
242,10477,10373,1/9/2002
243,10477,10373,1/10/2002
244,10476,10372,1/11/2002
245,10454,10350,1/14/2002
246,10451,10347,1/15/2002
247,10437,10333,1/16/2002
248,10462,10358,1/17/2002
249,10452,10348,1/18/2002
250,10427,10323,1/21/2002
251,10444,10340,1/22/2002
252,10447,10343,1/23/2002
253,10477,10373,1/24/2002
254,10506,10402,1/25/2002
255,10477,10373,1/28/2002
256,10375,10271,1/29/2002
257,10331,10229,1/30/2002
258,10372,10268,1/31/2002
259,10382,10278,2/1/2002
260,10370,10266,2/4/2002
261,10358,10254,2/5/2002
262,10357,10253,2/6/2002
263,10377,10273,2/7/2002
264,10352,10248,2/8/2002
265,10286,10184,2/11/2002
266,10236,10134,2/12/2002
267,10217,10115,2/13/2002
268,10304,10202,2/14/2002
269,10281,10179,2/15/2002
270,10301,10199,2/18/2002
271,10251,10149,2/19/2002
272,10231,10129,2/20/2002
273,10224,10122,2/21/2002
274,10261,10159,2/25/2002
275,10226,10124,2/26/2002
276,10232,10130,2/27/2002
277,10240,10138,2/28/2002
278,10176,10074.2,3/1/2002
279,10130,10030.2,3/4/2002
280,10091,9991,3/5/2002
281,9974,9874,3/6/2002
282,10040,9940,3/7/2002
283,9987,9887,3/8/2002
284,10027,9927,3/11/2002
285,10028,9928,3/12/2002
286,10044,9944,3/13/2002
287,10010,9910,3/14/2002
288,10033,9933,3/18/2002
289,10017,9917,3/19/2002
290,10012,9912,3/20/2002
291,9934,9836,3/21/2002
292,9911,9813,3/22/2002
293,9868,9770,3/25/2002
294,9738,9642,3/26/2002
295,9590,9494,3/27/2002
296,9703,9607,3/28/2002
297,9754,9656,4/1/2002
298,9819,9721,4/2/2002
299,9824,9726,4/3/2002
300,9782,9684,4/4/2002
301,9653,9557,4/5/2002
302,9578,9482,4/8/2002
303,9638,9542,4/9/2002
304,9678,9582,4/10/2002
305,9626,9530,4/11/2002
306,9588,9492,4/12/2002
307,9480,9386,4/15/2002
308,9460,9366,4/16/2002
309,9527,9433,4/17/2002
310,9437,9343,4/18/2002
311,9427,9333,4/19/2002
312,9341,9249,4/22/2002
313,9304,9212,4/23/2002
314,9401,9307,4/24/2002
315,9326,9234,4/25/2002
316,9410,9316,4/26/2002
317,9316,9224,4/29/2002
318,9363,9269,4/30/2002
319,9385,9291,5/1/2002
320,9347,9253,5/2/2002
321,9378,9284,5/3/2002
322,9334,9242,5/6/2002
323,9331,9239,5/7/2002
324,9344,9252,5/8/2002
325,9333,9241,5/10/2002
326,9329,9237,5/13/2002
327,9318,9226,5/14/2002
328,9308,9216,5/15/2002
329,9266,9174,5/16/2002
330,9120,9030,5/17/2002
331,9110,9020,5/20/2002
332,9105,9015,5/21/2002
333,9019,8929,5/22/2002
334,9025,8935,5/23/2002
335,9029,8939,5/24/2002
336,8971,8881,5/27/2002
337,8899,8811,5/28/2002
338,8873,8785,5/29/2002
339,8878,8790,5/30/2002
340,8829,8741,5/31/2002
341,8642,8556,6/3/2002
342,8502,8418,6/4/2002
343,8673,8587,6/5/2002
344,8894,8806,6/6/2002
345,9015,8925,6/7/2002
346,8912,8824,6/10/2002
347,8778,8690,6/11/2002
348,8774,8686,6/12/2002
349,8775,8687,6/13/2002
350,8749,8661,6/14/2002
351,8751,8663,6/17/2002
352,8713,8627,6/18/2002
353,8650,8564,6/19/2002
354,8648,8562,6/20/2002
355,8633,8547,6/21/2002
356,8633,8547,6/24/2002
357,8658,8572,6/25/2002
358,8735,8649,6/26/2002
359,8733,8647,6/27/2002
360,8774,8686,6/28/2002
361,8738,8652,7/1/2002
362,8814,8726,7/2/2002
363,8964,8876,7/3/2002
364,8983,8893,7/4/2002
365,8894,8806,7/5/2002
366,8955,8865,7/8/2002
367,8963,8873,7/9/2002
368,8955,8865,7/10/2002
369,8995,8905,7/11/2002
370,9184,9092,7/12/2002
371,9083,8993,7/15/2002
372,9115,9025,7/16/2002
373,9065,8975,7/17/2002
374,8965,8875,7/18/2002
375,8862,8774,7/19/2002
376,8852,8764,7/22/2002
377,8981,8891,7/23/2002
378,9065,8975,7/24/2002
379,9063,8973,7/25/2002
380,9055,8965,7/26/2002
381,8971,8881,7/27/2002
382,9264,9172,7/29/2002
383,9251,9159,7/30/2002
384,9154,9062,7/31/2002
385,9109,9019,8/1/2002
386,9187,9095,8/2/2002
387,9127,9037,8/5/2002
388,9130,9040,8/6/2002
389,9128,9038,8/7/2002
390,9048,8958,8/8/2002
391,9005,8915,8/9/2002
392,8965,8875,8/12/2002
393,8869,8781,8/13/2002
394,8867,8779,8/14/2002
395,8909,8821,8/15/2002
396,8887,8799,8/16/2002
397,8861,8773,8/19/2002
398,8909,8821,8/20/2002
399,8874,8786,8/21/2002
400,8890,8802,8/22/2002
401,8910,8822,8/23/2002
402,8983,8893,8/26/2002
403,8971,8881,8/27/2002
404,8937,8849,8/28/2002
405,8927,8839,8/29/2002
406,8911,8823,8/30/2002
407,8906,8818,9/2/2002
408,8881,8793,9/3/2002
409,8886,8798,9/4/2002
410,8917,8829,9/5/2002
411,8911,8823,9/6/2002
412,8915,8827,9/9/2002
413,8909,8821,9/10/2002
414,8938,8850,9/11/2002
415,8946,8856,9/12/2002
416,8975,8885,9/13/2002
417,9080,8990,9/16/2002
418,9100,9010,9/17/2002
419,9073,8983,9/18/2002
420,9044,8954,9/19/2002
421,9080,8990,9/20/2002
422,9088,8998,9/23/2002
423,9104,9014,9/24/2002
424,9055,8965,9/25/2002
425,9055,8965,9/26/2002
426,9057,8967,9/27/2002
427,9060,8970,9/30/2002
428,9053,8963,10/1/2002
429,9067,8977,10/2/2002
430,9059,8969,10/3/2002
431,9058,8968,10/7/2002
432,9062,8972,10/8/2002
433,9052,8962,10/9/2002
434,9053,8963,10/10/2002
435,9055,8965,10/11/2002
436,9360,9266,10/14/2002
437,9373,9279,10/15/2002
438,9297,9205,10/16/2002
439,9264,9172,10/17/2002
440,9261,9169,10/18/2002
441,9254,9162,10/21/2002
442,9220,9128,10/22/2002
443,9246,9154,10/23/2002
444,9263,9171,10/24/2002
445,9272,9180,10/25/2002
446,9273,9181,10/28/2002
447,9264,9172,10/29/2002
448,9259,9167,10/30/2002
449,9279,9187,10/31/2002
450,9274,9182,11/1/2002
451,9260,9168,11/4/2002
452,9260,9168,11/5/2002
453,9259,9167,11/6/2002
454,9260,9168,11/7/2002
455,9254,9162,11/8/2002
456,9196,9104,11/11/2002
457,9161,9069,11/12/2002
458,9112,9022,11/13/2002
459,9088,8998,11/14/2002
460,9077,8987,11/15/2002
461,9065,8975,11/18/2002
462,9030,8940,11/19/2002
463,9015,8925,11/20/2002
464,9030,8940,11/21/2002
465,9059,8969,11/22/2002
466,9032,8942,11/25/2002
467,9018,8928,11/26/2002
468,9036,8946,11/27/2002
469,9028,8938,11/28/2002
470,9021,8931,11/29/2002
471,9018,8928,12/2/2002
472,9028,8938,12/3/2002
473,9015,8925,12/4/2002
474,9011,8921,12/11/2002
475,8911,8823,12/12/2002
476,8912,8824,12/13/2002
477,8859,8771,12/16/2002
478,8899,8811,12/17/2002
479,8970,8880,12/18/2002
480,8924,8836,12/19/2002
481,8921,8833,12/20/2002
482,8914,8826,12/23/2002
483,8939,8851,12/24/2002
484,8950,8860,12/27/2002
485,8965,8875,12/30/2002
486,8985,8895,12/31/2002
487,9013,8923,1/2/2003
488,8976,8886,1/3/2003
489,8980,8890,1/6/2003
490,8980,8890,1/7/2003
491,8969,8879,1/8/2003
492,8985,8895,1/9/2003
493,8978,8888,1/10/2003
494,8945,8855,1/13/2003
495,8904,8816,1/14/2003
496,8908,8820,1/15/2003
497,8908,8820,1/16/2003
498,8920,8832,1/17/2003
499,8931,8843,1/20/2003
500,8934,8846,1/21/2003
501,8932,8844,1/22/2003
502,8929,8841,1/23/2003
503,8934,8846,1/24/2003
504,8937,8849,1/27/2003
505,8936,8848,1/28/2003
506,8880,8792,1/29/2003
507,8908,8820,1/30/2003
508,8920,8832,1/31/2003
509,8924,8836,2/3/2003
510,8913,8825,2/4/2003
511,8907,8819,2/5/2003
512,8919,8831,2/6/2003
513,8911,8823,2/7/2003
514,8928,8840,2/10/2003
515,8950,8860,2/11/2003
516,9015,8925,2/13/2003
517,8980,8890,2/14/2003
518,8962,8872,2/17/2003
519,8933,8845,2/18/2003
520,8922,8834,2/19/2003
521,8928,8840,2/20/2003
522,8925,8837,2/21/2003
523,8963,8873,2/24/2003
524,8936,8848,2/25/2003
525,8936,8848,2/26/2003
526,8947,8857,2/27/2003
527,8950,8860,2/28/2003
528,8927,8839,3/4/2003
529,8907,8819,3/5/2003
530,8932,8844,3/6/2003
531,8919,8831,3/7/2003
532,8931,8843,3/10/2003
533,8927,8839,3/11/2003
534,8924,8836,3/12/2003
535,8945,8855,3/13/2003
536,8955,8865,3/14/2003
537,8964,8874,3/17/2003
538,9035,8945,3/18/2003
539,9070,8980,3/19/2003
540,9166,9074,3/20/2003
541,9070,8980,3/21/2003
542,9025,8935,3/24/2003
543,8985,8895,3/25/2003
544,8960,8870,3/26/2003
545,8960,8870,3/27/2003
546,8943,8855,3/28/2003
547,8953,8863,3/31/2003
548,8951,8861,4/1/2003
549,8941,8853,4/3/2003
550,8950,8860,4/4/2003
551,8940,8852,4/7/2003
552,8920,8832,4/8/2003
553,8921,8833,4/9/2003
554,8906,8818,4/10/2003
555,8914,8826,4/11/2003
556,8918,8830,4/14/2003
557,8886,8798,4/15/2003
558,8883,8795,4/16/2003
559,8839,8751,4/17/2003
560,8708,8622,4/21/2003
561,8774,8686,4/22/2003
562,8814,8726,4/23/2003
563,8762,8674,4/24/2003
564,8784,8696,4/25/2003
565,8819,8731,4/28/2003
566,8744,8656,4/29/2003
567,8718,8632,4/30/2003
568,8718,8632,5/1/2003
569,8704,8618,5/2/2003
570,8691,8605,5/5/2003
571,8601,8515,5/6/2003
572,8613,8527,5/7/2003
573,8543,8457,5/8/2003
574,8578,8492,5/9/2003
575,8517,8433,5/12/2003
576,8491,8407,5/13/2003
577,8493,8409,5/14/2003
578,8507,8423,5/19/2003
579,8432,8348,5/20/2003
580,8405,8321,5/21/2003
581,8372,8288,5/22/2003
582,8367,8283,5/23/2003
583,8206,8124,5/26/2003
584,8211,8129,5/27/2003
585,8271,8189,5/28/2003
586,8320,8238,5/29/2003
587,8379,8295,6/2/2003
588,8262,8180,6/3/2003
589,8271,8189,6/4/2003
590,8211,8129,6/5/2003
591,8216,8134,6/6/2003
592,8241,8159,6/9/2003
593,8231,8149,6/10/2003
594,8286,8204,6/11/2003
595,8301,8219,6/12/2003
596,8271,8189,6/13/2003
597,8236,8154,6/16/2003
598,8232,8148,6/17/2003
599,8239,8157,6/18/2003
600,8288,8206,6/19/2003
601,8271,8189,6/20/2003
602,8294,8212,6/23/2003
603,8266,8184,6/24/2003
604,8264,8182,6/25/2003
605,8267,8185,6/26/2003
606,8321,8239,6/27/2003
607,8326,8244,6/30/2003
608,8286,8204,7/1/2003
609,8276,8194,7/2/2003
610,8249,8167,7/3/2003
611,8244,8162,7/4/2003
612,8207,8125,7/7/2003
613,8236,8154,7/8/2003
614,8250,8168,7/9/2003
615,8259,8177,7/10/2003
616,8259,8177,7/11/2003
617,8266,8184,7/14/2003
618,8261,8179,7/15/2003
619,8281,8199,7/16/2003
620,8288,8206,7/17/2003
621,8311,8229,7/18/2003
622,8343,8259,7/21/2003
623,8437,8353,7/22/2003
624,8626,8540,7/23/2003
625,8708,8622,7/24/2003
626,8568,8482,7/25/2003
627,8537,8453,7/28/2003
628,8608,8522,7/29/2003
629,8633,8547,7/30/2003
630,8548,8462,7/31/2003
631,8522,8438,8/1/2003
632,8556,8470,8/4/2003
633,8535,8451,8/5/2003
634,8661,8575,8/6/2003
635,8619,8533,8/7/2003
636,8596,8510,8/8/2003
637,8576,8490,8/11/2003
638,8568,8482,8/12/2003
639,8577,8491,8/13/2003
640,8596,8510,8/14/2003
641,8590,8504,8/15/2003
642,8531,8447,8/19/2003
643,8486,8402,8/20/2003
644,8422,8338,8/21/2003
645,8448,8364,8/22/2003
646,8462,8378,8/25/2003
647,8530,8446,8/26/2003
648,8499,8415,8/27/2003
649,8561,8475,8/28/2003
650,8578,8492,8/29/2003
651,8525,8441,9/1/2003
652,8536,8452,9/2/2003
653,8530,8446,9/3/2003
654,8532,8448,9/4/2003
655,8546,8460,9/5/2003
656,8543,8457,9/8/2003
657,8512,8428,9/9/2003
658,8507,8423,9/10/2003
659,8483,8399,9/11/2003
660,8513,8429,9/12/2003
661,8497,8413,9/15/2003
662,8501,8417,9/16/2003
663,8502,8418,9/17/2003
664,8527,8443,9/18/2003
665,8533,8449,9/19/2003
666,8452,8368,9/23/2003
667,8472,8388,9/24/2003
668,8492,8408,9/25/2003
669,8492,8408,9/26/2003
670,8467,8383,9/29/2003
671,8431,8347,9/30/2003
672,8427,8343,10/1/2003
673,8412,8328,10/2/2003
674,8417,8333,10/3/2003
675,8432,8348,10/6/2003
676,8430,8346,10/7/2003
677,8413,8329,10/8/2003
678,8419,8335,10/9/2003
679,8428,8344,10/10/2003
680,8407,8323,10/13/2003
681,8435,8351,10/14/2003
682,8481,8397,10/15/2003
683,8487,8403,10/16/2003
684,8487,8403,10/17/2003
685,8479,8395,10/20/2003
686,8482,8398,10/21/2003
687,8500,8416,10/22/2003
688,8501,8417,10/23/2003
689,8540,8456,10/24/2003
690,8581,8495,10/27/2003
691,8626,8540,10/28/2003
692,8620,8534,10/29/2003
693,8563,8477,10/30/2003
694,8537,8453,10/31/2003
695,8558,8472,11/3/2003
696,8568,8482,11/4/2003
697,8530,8446,11/5/2003
698,8525,8441,11/6/2003
699,8532,8448,11/7/2003
700,8528,8444,11/10/2003
701,8523,8439,11/11/2003
702,8522,8438,11/12/2003
703,8522,8438,11/13/2003
704,8565,8479,11/14/2003
705,8539,8455,11/17/2003
706,8527,8443,11/18/2003
707,8516,8432,11/19/2003
708,8532,8448,11/20/2003
709,8580,8494,11/21/2003
710,8552,8466,12/1/2003
711,8538,8454,12/2/2003
712,8523,8439,12/3/2003
713,8530,8446,12/4/2003
714,8543,8457,12/5/2003
715,8533,8449,12/8/2003
716,8532,8448,12/9/2003
717,8530,8446,12/10/2003
718,8537,8453,12/11/2003
719,8532,8448,12/12/2003
720,8525,8441,12/15/2003
721,8532,8448,12/16/2003
722,8525,8441,12/17/2003
723,8530,8446,12/18/2003
724,8538,8454,12/19/2003
725,8536,8452,12/22/2003
726,8537,8453,12/23/2003
727,8528,8444,12/24/2003
728,8533,8449,12/29/2003
729,8489,8405,12/30/2003
730,8507,8423,12/31/2003
731,8617,8531,1/1/2004
732,8496,8412,1/2/2004
733,8474,8390,1/5/2004
734,8407,8323,1/6/2004
735,8390,8306,1/7/2004
736,8409,8325,1/8/2004
737,8385,8301,1/9/2004
738,8372,8288,1/12/2004
739,8365,8281,1/13/2004
740,8369,8285,1/14/2004
741,8392,8308,1/15/2004
742,8405,8321,1/16/2004
743,8407,8323,1/19/2004
744,8432,8348,1/20/2004
745,8438,8354,1/21/2004
746,8433,8349,1/23/2004
747,8467,8383,1/26/2004
748,8493,8409,1/27/2004
749,8469,8385,1/28/2004
750,8474,8390,1/29/2004
751,8483,8399,1/30/2004
752,8487,8403,2/3/2004
753,8479,8395,2/4/2004
754,8494,8410,2/5/2004
755,8492,8408,2/6/2004
756,8481,8397,2/9/2004
757,8473,8389,2/10/2004
758,8432,8348,2/11/2004
759,8439,8355,2/12/2004
760,8456,8372,2/13/2004
761,8441,8357,2/16/2004
762,8436,8352,2/17/2004
763,8439,8355,2/18/2004
764,8462,8378,2/19/2004
765,8459,8375,2/20/2004
766,8488,8404,2/24/2004
767,8477,8393,2/25/2004
768,8485,8401,2/26/2004
769,8489,8405,2/27/2004
770,8484,8400,3/1/2004
771,8503,8419,3/2/2004
772,8557,8471,3/3/2004
773,8585,8499,3/4/2004
774,8623,8537,3/5/2004
775,8627,8541,3/8/2004
776,8596,8510,3/9/2004
777,8597,8511,3/10/2004
778,8636,8550,3/11/2004
779,8653,8567,3/12/2004
780,8688,8602,3/15/2004
781,8665,8579,3/16/2004
782,8624,8538,3/17/2004
783,8576,8490,3/18/2004
784,8603,8517,3/19/2004
785,8608,8522,3/23/2004
786,8617,8531,3/24/2004
787,8630,8544,3/25/2004
788,8663,8577,3/26/2004
789,8650,8564,3/29/2004
790,8643,8557,3/30/2004
791,8630,8544,3/31/2004
792,8617,8531,4/1/2004
793,8636,8550,4/2/2004
794,8625,8539,4/6/2004
795,8627,8541,4/7/2004
796,8624,8538,4/8/2004
797,8638,8552,4/12/2004
798,8625,8539,4/13/2004
799,8635,8549,4/14/2004
800,8661,8575,4/15/2004
801,8658,8572,4/16/2004
802,8646,8560,4/19/2004
803,8645,8559,4/20/2004
804,8660,8574,4/21/2004
805,8678,8592,4/22/2004
806,8672,8586,4/23/2004
807,8662,8576,4/26/2004
808,8660,8574,4/27/2004
809,8669,8583,4/28/2004
810,8683,8597,4/29/2004
811,8704,8618,4/30/2004
812,8727,8641,5/4/2004
813,8725,8639,5/5/2004
814,8722,8636,5/6/2004
815,8736,8650,5/7/2004
816,8786,8698,5/10/2004
817,8985,8895,5/11/2004
818,8969,8879,5/12/2004
819,8980,8890,5/13/2004
820,9030,8940,5/14/2004
821,9010,8920,5/17/2004
822,9065,8975,5/18/2004
823,9060,8970,5/19/2004
824,9070,8980,5/21/2004
825,9082,8992,5/24/2004
826,9191,9099,5/25/2004
827,9271,9179,5/26/2004
828,9266,9174,5/27/2004
829,9261,9169,5/28/2004
830,9256,9164,5/31/2004
831,9315,9223,6/1/2004
832,9444,9350,6/2/2004
833,9460,9366,6/4/2004
834,9432,9338,6/7/2004
835,9326,9234,6/8/2004
836,9324,9232,6/9/2004
837,9387,9293,6/10/2004
838,9411,9317,6/11/2004
839,9457,9363,6/14/2004
840,9447,9353,6/15/2004
841,9435,9341,6/16/2004
842,9452,9358,6/17/2004
843,9450,9356,6/18/2004
844,9437,9343,6/21/2004
845,9451,9357,6/22/2004
846,9459,9365,6/23/2004
847,9477,9383,6/24/2004
848,9463,9369,6/25/2004
849,9455,9361,6/28/2004
850,9470,9376,6/29/2004
851,9462,9368,6/30/2004
852,9436,9342,7/1/2004
853,9354,9260,7/2/2004
854,9035,8945,7/6/2004
855,9040,8950,7/7/2004
856,9043,8953,7/8/2004
857,9039,8949,7/9/2004
858,8869,8781,7/12/2004
859,8911,8823,7/13/2004
860,9010,8920,7/14/2004
861,9025,8935,7/15/2004
862,8960,8870,7/16/2004
863,8934,8846,7/19/2004
864,9010,8920,7/20/2004
865,9023,8933,7/21/2004
866,9101,9011,7/22/2004
867,9088,8998,7/23/2004
868,9130,9040,7/26/2004
869,9174,9082,7/27/2004
870,9147,9055,7/28/2004
871,9181,9089,7/29/2004
872,9214,9122,7/30/2004
873,9161,9069,8/2/2004
874,9181,9089,8/3/2004
875,9224,9132,8/4/2004
876,9246,9154,8/5/2004
877,9237,9145,8/6/2004
878,9200,9108,8/9/2004
879,9251,9159,8/10/2004
880,9286,9194,8/11/2004
881,9281,9189,8/12/2004
882,9311,9219,8/13/2004
883,9294,9202,8/16/2004
884,9306,9214,8/18/2004
885,9301,9209,8/19/2004
886,9273,9181,8/20/2004
887,9286,9194,8/23/2004
888,9326,9234,8/24/2004
889,9314,9222,8/25/2004
890,9336,9244,8/26/2004
891,9333,9241,8/27/2004
892,9390,9296,8/30/2004
893,9375,9281,8/31/2004
894,9407,9313,9/1/2004
895,9369,9275,9/2/2004
896,9319,9227,9/3/2004
897,9325,9233,9/6/2004
898,9321,9229,9/7/2004
899,9316,9224,9/8/2004
900,9323,9231,9/9/2004
901,9336,9244,9/10/2004
902,9234,9142,9/14/2004
903,9124,9034,9/15/2004
904,9154,9062,9/16/2004
905,9055,8965,9/17/2004
906,9025,8935,9/21/2004
907,9070,8980,9/22/2004
908,9186,9094,9/23/2004
909,9151,9059,9/24/2004
910,9156,9064,9/27/2004
911,9251,9159,9/28/2004
912,9232,9140,9/29/2004
913,9216,9124,9/30/2004
914,9191,9099,10/1/2004
915,9211,9119,10/4/2004
916,9113,9023,10/5/2004
917,9151,9059,10/6/2004
918,9140,9050,10/7/2004
919,9129,9039,10/8/2004
920,9108,9018,10/11/2004
921,9140,9050,10/12/2004
922,9161,9069,10/13/2004
923,9184,9092,10/14/2004
